"","common_name1","id","nutrient","food_desc","food_group","notes","ph_ranking","trace","units","value","genus","common_name2","scientific_name1","scientific_name2","family","order","class","phylum","kingdom","algae_type","raw","dried"
"499","hitoegusa","09033","Vitamin B6 (pyridoxine)","Algae, ""Hitoegusa"", ""Tsukudani"" (simmered in soy sauce and sugar)","Algae",NA,"Medium",FALSE,"mg",0.03,"monostroma",NA,"Monostroma nitidum",NA,"monostromataceae","ulvales","ulvophyceae","chlorophyta","plantae",NA,FALSE,NA
"500","hitoegusa","09033","Vitamin B6 (pyridoxine)","Algae, ""Hitoegusa"", ""Tsukudani"" (simmered in soy sauce and sugar)","Algae",NA,"Medium",FALSE,"mg",0.03,"monostroma",NA,"Monostroma nitidum",NA,"monostromataceae","ulvales","ulvophyceae","chlorophyta","plantae",NA,FALSE,NA
"501","hitoegusa","09033","Vitamin B6 (pyridoxine)","Algae, ""Hitoegusa"", ""Tsukudani"" (simmered in soy sauce and sugar)","Algae",NA,"Medium",FALSE,"mg",0.03,"monostroma",NA,"Monostroma nitidum",NA,"gomontiaceae","ulotrichales","ulvophyceae","chlorophyta","plantae",NA,FALSE,NA
"502","hitoegusa","09033","Vitamin B6 (pyridoxine)","Algae, ""Hitoegusa"", ""Tsukudani"" (simmered in soy sauce and sugar)","Algae",NA,"Medium",FALSE,"mg",0.03,"monostroma",NA,"Monostroma nitidum",NA,"monostromataceae","codiolales","ulvophyceae","chlorophyta","plantae",NA,FALSE,NA
"503","hitoegusa","09033","Vitamin B6 (pyridoxine)","Algae, ""Hitoegusa"", ""Tsukudani"" (simmered in soy sauce and sugar)","Algae",NA,"Medium",FALSE,"mg",0.03,"monostroma",NA,"Monostroma nitidum",NA,"monostromataceae","codiolales","ulvophyceae","chlorophyta","plantae",NA,FALSE,NA
"504","hitoegusa","09033","Copper","Algae, ""Hitoegusa"", ""Tsukudani"" (simmered in soy sauce and sugar)","Algae",NA,"Low",FALSE,"mg",0.15,"monostroma",NA,"Monostroma nitidum",NA,"gomontiaceae","ulotrichales","ulvophyceae","chlorophyta","plantae",NA,FALSE,NA
"505","hitoegusa","09033","Copper","Algae, ""Hitoegusa"", ""Tsukudani"" (simmered in soy sauce and sugar)","Algae",NA,"Low",FALSE,"mg",0.15,"monostroma",NA,"Monostroma nitidum",NA,"monostromataceae","ulvales","ulvophyceae","chlorophyta","plantae",NA,FALSE,NA
"506","hitoegusa","09033","Copper","Algae, ""Hitoegusa"", ""Tsukudani"" (simmered in soy sauce and sugar)","Algae",NA,"Low",FALSE,"mg",0.15,"monostroma",NA,"Monostroma nitidum",NA,"monostromataceae","ulvales","ulvophyceae","chlorophyta","plantae",NA,FALSE,NA
"507","hitoegusa","09033","Copper","Algae, ""Hitoegusa"", ""Tsukudani"" (simmered in soy sauce and sugar)","Algae",NA,"Low",FALSE,"mg",0.15,"monostroma",NA,"Monostroma nitidum",NA,"gomontiaceae","ulotrichales","ulvophyceae","chlorophyta","plantae",NA,FALSE,NA
"508","hitoegusa","09033","Copper","Algae, ""Hitoegusa"", ""Tsukudani"" (simmered in soy sauce and sugar)","Algae",NA,"Low",FALSE,"mg",0.15,"monostroma",NA,"Monostroma nitidum",NA,"monostromataceae","codiolales","ulvophyceae","chlorophyta","plantae",NA,FALSE,NA
"509","hitoegusa","09033","Copper","Algae, ""Hitoegusa"", ""Tsukudani"" (simmered in soy sauce and sugar)","Algae",NA,"Low",FALSE,"mg",0.15,"monostroma",NA,"Monostroma nitidum",NA,"monostromataceae","codiolales","ulvophyceae","chlorophyta","plantae",NA,FALSE,NA
"510","hitoegusa","09032","Copper","Algae, ""Hitoegusa"", dried","Algae",NA,"Low",FALSE,"mg",0.86,"monostroma",NA,"Monostroma nitidum",NA,"gomontiaceae","ulotrichales","ulvophyceae","chlorophyta","plantae",NA,FALSE,TRUE
"511","hitoegusa","09032","Copper","Algae, ""Hitoegusa"", dried","Algae",NA,"Low",FALSE,"mg",0.86,"monostroma",NA,"Monostroma nitidum",NA,"monostromataceae","ulvales","ulvophyceae","chlorophyta","plantae",NA,FALSE,TRUE
"512","hitoegusa","09032","Copper","Algae, ""Hitoegusa"", dried","Algae",NA,"Low",FALSE,"mg",0.86,"monostroma",NA,"Monostroma nitidum",NA,"monostromataceae","ulvales","ulvophyceae","chlorophyta","plantae",NA,FALSE,TRUE
"513","hitoegusa","09032","Copper","Algae, ""Hitoegusa"", dried","Algae",NA,"Low",FALSE,"mg",0.86,"monostroma",NA,"Monostroma nitidum",NA,"gomontiaceae","ulotrichales","ulvophyceae","chlorophyta","plantae",NA,FALSE,TRUE
"514","hitoegusa","09032","Copper","Algae, ""Hitoegusa"", dried","Algae",NA,"Low",FALSE,"mg",0.86,"monostroma",NA,"Monostroma nitidum",NA,"monostromataceae","codiolales","ulvophyceae","chlorophyta","plantae",NA,FALSE,TRUE
"515","hitoegusa","09032","Copper","Algae, ""Hitoegusa"", dried","Algae",NA,"Low",FALSE,"mg",0.86,"monostroma",NA,"Monostroma nitidum",NA,"monostromataceae","codiolales","ulvophyceae","chlorophyta","plantae",NA,FALSE,TRUE
"516","hitoegusa","09032","Vitamin B12 (cobalamine)","Algae, ""Hitoegusa"", dried","Algae",NA,"High",FALSE,"µg",0.3,"monostroma",NA,"Monostroma nitidum",NA,"gomontiaceae","ulotrichales","ulvophyceae","chlorophyta","plantae",NA,FALSE,TRUE
"517","hitoegusa","09032","Vitamin B12 (cobalamine)","Algae, ""Hitoegusa"", dried","Algae",NA,"High",FALSE,"µg",0.3,"monostroma",NA,"Monostroma nitidum",NA,"monostromataceae","ulvales","ulvophyceae","chlorophyta","plantae",NA,FALSE,TRUE
"518","hitoegusa","09032","Vitamin B12 (cobalamine)","Algae, ""Hitoegusa"", dried","Algae",NA,"High",FALSE,"µg",0.3,"monostroma",NA,"Monostroma nitidum",NA,"monostromataceae","ulvales","ulvophyceae","chlorophyta","plantae",NA,FALSE,TRUE
"519","hitoegusa","09032","Vitamin B12 (cobalamine)","Algae, ""Hitoegusa"", dried","Algae",NA,"High",FALSE,"µg",0.3,"monostroma",NA,"Monostroma nitidum",NA,"gomontiaceae","ulotrichales","ulvophyceae","chlorophyta","plantae",NA,FALSE,TRUE
"520","hitoegusa","09032","Vitamin B12 (cobalamine)","Algae, ""Hitoegusa"", dried","Algae",NA,"High",FALSE,"µg",0.3,"monostroma",NA,"Monostroma nitidum",NA,"monostromataceae","codiolales","ulvophyceae","chlorophyta","plantae",NA,FALSE,TRUE
"521","hitoegusa","09032","Vitamin B12 (cobalamine)","Algae, ""Hitoegusa"", dried","Algae",NA,"High",FALSE,"µg",0.3,"monostroma",NA,"Monostroma nitidum",NA,"monostromataceae","codiolales","ulvophyceae","chlorophyta","plantae",NA,FALSE,TRUE
"522","hitoegusa","09033","Vitamin E (α)","Algae, ""Hitoegusa"", ""Tsukudani"" (simmered in soy sauce and sugar)","Algae",NA,"Medium",FALSE,"mg",0.1,"monostroma",NA,"Monostroma nitidum",NA,"gomontiaceae","ulotrichales","ulvophyceae","chlorophyta","plantae",NA,FALSE,NA
"523","hitoegusa","09033","Vitamin E (α)","Algae, ""Hitoegusa"", ""Tsukudani"" (simmered in soy sauce and sugar)","Algae",NA,"Medium",FALSE,"mg",0.1,"monostroma",NA,"Monostroma nitidum",NA,"monostromataceae","ulvales","ulvophyceae","chlorophyta","plantae",NA,FALSE,NA
"524","hitoegusa","09033","Vitamin E (α)","Algae, ""Hitoegusa"", ""Tsukudani"" (simmered in soy sauce and sugar)","Algae",NA,"Medium",FALSE,"mg",0.1,"monostroma",NA,"Monostroma nitidum",NA,"monostromataceae","ulvales","ulvophyceae","chlorophyta","plantae",NA,FALSE,NA
"525","hitoegusa","09033","Vitamin E (α)","Algae, ""Hitoegusa"", ""Tsukudani"" (simmered in soy sauce and sugar)","Algae",NA,"Medium",FALSE,"mg",0.1,"monostroma",NA,"Monostroma nitidum",NA,"gomontiaceae","ulotrichales","ulvophyceae","chlorophyta","plantae",NA,FALSE,NA
"526","hitoegusa","09033","Vitamin E (α)","Algae, ""Hitoegusa"", ""Tsukudani"" (simmered in soy sauce and sugar)","Algae",NA,"Medium",FALSE,"mg",0.1,"monostroma",NA,"Monostroma nitidum",NA,"monostromataceae","codiolales","ulvophyceae","chlorophyta","plantae",NA,FALSE,NA
"527","hitoegusa","09033","Vitamin E (α)","Algae, ""Hitoegusa"", ""Tsukudani"" (simmered in soy sauce and sugar)","Algae",NA,"Medium",FALSE,"mg",0.1,"monostroma",NA,"Monostroma nitidum",NA,"monostromataceae","codiolales","ulvophyceae","chlorophyta","plantae",NA,FALSE,NA
"528","hitoegusa","09032","Magnesium","Algae, ""Hitoegusa"", dried","Algae",NA,"Medium",FALSE,"mg",880,"monostroma",NA,"Monostroma nitidum",NA,"gomontiaceae","ulotrichales","ulvophyceae","chlorophyta","plantae",NA,FALSE,TRUE
"529","hitoegusa","09032","Magnesium","Algae, ""Hitoegusa"", dried","Algae",NA,"Medium",FALSE,"mg",880,"monostroma",NA,"Monostroma nitidum",NA,"monostromataceae","ulvales","ulvophyceae","chlorophyta","plantae",NA,FALSE,TRUE
"530","hitoegusa","09032","Magnesium","Algae, ""Hitoegusa"", dried","Algae",NA,"Medium",FALSE,"mg",880,"monostroma",NA,"Monostroma nitidum",NA,"monostromataceae","ulvales","ulvophyceae","chlorophyta","plantae",NA,FALSE,TRUE
"531","hitoegusa","09032","Magnesium","Algae, ""Hitoegusa"", dried","Algae",NA,"Medium",FALSE,"mg",880,"monostroma",NA,"Monostroma nitidum",NA,"gomontiaceae","ulotrichales","ulvophyceae","chlorophyta","plantae",NA,FALSE,TRUE
"532","hitoegusa","09032","Magnesium","Algae, ""Hitoegusa"", dried","Algae",NA,"Medium",FALSE,"mg",880,"monostroma",NA,"Monostroma nitidum",NA,"monostromataceae","codiolales","ulvophyceae","chlorophyta","plantae",NA,FALSE,TRUE
"533","hitoegusa","09032","Magnesium","Algae, ""Hitoegusa"", dried","Algae",NA,"Medium",FALSE,"mg",880,"monostroma",NA,"Monostroma nitidum",NA,"monostromataceae","codiolales","ulvophyceae","chlorophyta","plantae",NA,FALSE,TRUE
"534","hitoegusa","09033","Lysine","Algae, ""Hitoegusa"", ""Tsukudani"" (simmered in soy sauce and sugar)","Algae",NA,NA,FALSE,"mg",610,"monostroma",NA,"Monostroma nitidum",NA,"gomontiaceae","ulotrichales","ulvophyceae","chlorophyta","plantae",NA,FALSE,NA
"535","hitoegusa","09033","Lysine","Algae, ""Hitoegusa"", ""Tsukudani"" (simmered in soy sauce and sugar)","Algae",NA,NA,FALSE,"mg",610,"monostroma",NA,"Monostroma nitidum",NA,"monostromataceae","ulvales","ulvophyceae","chlorophyta","plantae",NA,FALSE,NA
"536","hitoegusa","09033","Lysine","Algae, ""Hitoegusa"", ""Tsukudani"" (simmered in soy sauce and sugar)","Algae",NA,NA,FALSE,"mg",610,"monostroma",NA,"Monostroma nitidum",NA,"monostromataceae","ulvales","ulvophyceae","chlorophyta","plantae",NA,FALSE,NA
"537","hitoegusa","09033","Lysine","Algae, ""Hitoegusa"", ""Tsukudani"" (simmered in soy sauce and sugar)","Algae",NA,NA,FALSE,"mg",610,"monostroma",NA,"Monostroma nitidum",NA,"gomontiaceae","ulotrichales","ulvophyceae","chlorophyta","plantae",NA,FALSE,NA
"538","hitoegusa","09033","Lysine","Algae, ""Hitoegusa"", ""Tsukudani"" (simmered in soy sauce and sugar)","Algae",NA,NA,FALSE,"mg",610,"monostroma",NA,"Monostroma nitidum",NA,"monostromataceae","codiolales","ulvophyceae","chlorophyta","plantae",NA,FALSE,NA
"539","hitoegusa","09033","Lysine","Algae, ""Hitoegusa"", ""Tsukudani"" (simmered in soy sauce and sugar)","Algae",NA,NA,FALSE,"mg",610,"monostroma",NA,"Monostroma nitidum",NA,"monostromataceae","codiolales","ulvophyceae","chlorophyta","plantae",NA,FALSE,NA
"540","hitoegusa","09033","Sodium","Algae, ""Hitoegusa"", ""Tsukudani"" (simmered in soy sauce and sugar)","Algae",NA,"Low",FALSE,"mg",2300,"monostroma",NA,"Monostroma nitidum",NA,"gomontiaceae","ulotrichales","ulvophyceae","chlorophyta","plantae",NA,FALSE,NA
"541","hitoegusa","09033","Sodium","Algae, ""Hitoegusa"", ""Tsukudani"" (simmered in soy sauce and sugar)","Algae",NA,"Low",FALSE,"mg",2300,"monostroma",NA,"Monostroma nitidum",NA,"monostromataceae","ulvales","ulvophyceae","chlorophyta","plantae",NA,FALSE,NA
"542","hitoegusa","09033","Sodium","Algae, ""Hitoegusa"", ""Tsukudani"" (simmered in soy sauce and sugar)","Algae",NA,"Low",FALSE,"mg",2300,"monostroma",NA,"Monostroma nitidum",NA,"monostromataceae","ulvales","ulvophyceae","chlorophyta","plantae",NA,FALSE,NA
"543","hitoegusa","09033","Sodium","Algae, ""Hitoegusa"", ""Tsukudani"" (simmered in soy sauce and sugar)","Algae",NA,"Low",FALSE,"mg",2300,"monostroma",NA,"Monostroma nitidum",NA,"gomontiaceae","ulotrichales","ulvophyceae","chlorophyta","plantae",NA,FALSE,NA
"544","hitoegusa","09033","Sodium","Algae, ""Hitoegusa"", ""Tsukudani"" (simmered in soy sauce and sugar)","Algae",NA,"Low",FALSE,"mg",2300,"monostroma",NA,"Monostroma nitidum",NA,"monostromataceae","codiolales","ulvophyceae","chlorophyta","plantae",NA,FALSE,NA
"545","hitoegusa","09033","Sodium","Algae, ""Hitoegusa"", ""Tsukudani"" (simmered in soy sauce and sugar)","Algae",NA,"Low",FALSE,"mg",2300,"monostroma",NA,"Monostroma nitidum",NA,"monostromataceae","codiolales","ulvophyceae","chlorophyta","plantae",NA,FALSE,NA
"546","hitoegusa","09032","Energy","Algae, ""Hitoegusa"", dried","Algae",NA,NA,FALSE,"kcal",130,"monostroma",NA,"Monostroma nitidum",NA,"gomontiaceae","ulotrichales","ulvophyceae","chlorophyta","plantae",NA,FALSE,TRUE
"547","hitoegusa","09032","Energy","Algae, ""Hitoegusa"", dried","Algae",NA,NA,FALSE,"kcal",130,"monostroma",NA,"Monostroma nitidum",NA,"monostromataceae","ulvales","ulvophyceae","chlorophyta","plantae",NA,FALSE,TRUE
"548","hitoegusa","09032","Energy","Algae, ""Hitoegusa"", dried","Algae",NA,NA,FALSE,"kcal",130,"monostroma",NA,"Monostroma nitidum",NA,"monostromataceae","ulvales","ulvophyceae","chlorophyta","plantae",NA,FALSE,TRUE
"549","hitoegusa","09032","Energy","Algae, ""Hitoegusa"", dried","Algae",NA,NA,FALSE,"kcal",130,"monostroma",NA,"Monostroma nitidum",NA,"gomontiaceae","ulotrichales","ulvophyceae","chlorophyta","plantae",NA,FALSE,TRUE
"550","hitoegusa","09032","Energy","Algae, ""Hitoegusa"", dried","Algae",NA,NA,FALSE,"kcal",130,"monostroma",NA,"Monostroma nitidum",NA,"monostromataceae","codiolales","ulvophyceae","chlorophyta","plantae",NA,FALSE,TRUE
"551","hitoegusa","09032","Energy","Algae, ""Hitoegusa"", dried","Algae",NA,NA,FALSE,"kcal",130,"monostroma",NA,"Monostroma nitidum",NA,"monostromataceae","codiolales","ulvophyceae","chlorophyta","plantae",NA,FALSE,TRUE
"552","hitoegusa","09033","α -Linolenic acid","Algae, ""Hitoegusa"", ""Tsukudani"" (simmered in soy sauce and sugar)","Algae",NA,"High",FALSE,"mg",100,"monostroma",NA,"Monostroma nitidum",NA,"gomontiaceae","ulotrichales","ulvophyceae","chlorophyta","plantae",NA,FALSE,NA
"553","hitoegusa","09033","α -Linolenic acid","Algae, ""Hitoegusa"", ""Tsukudani"" (simmered in soy sauce and sugar)","Algae",NA,"High",FALSE,"mg",100,"monostroma",NA,"Monostroma nitidum",NA,"monostromataceae","ulvales","ulvophyceae","chlorophyta","plantae",NA,FALSE,NA
"554","hitoegusa","09033","α -Linolenic acid","Algae, ""Hitoegusa"", ""Tsukudani"" (simmered in soy sauce and sugar)","Algae",NA,"High",FALSE,"mg",100,"monostroma",NA,"Monostroma nitidum",NA,"monostromataceae","ulvales","ulvophyceae","chlorophyta","plantae",NA,FALSE,NA
"555","hitoegusa","09033","α -Linolenic acid","Algae, ""Hitoegusa"", ""Tsukudani"" (simmered in soy sauce and sugar)","Algae",NA,"High",FALSE,"mg",100,"monostroma",NA,"Monostroma nitidum",NA,"gomontiaceae","ulotrichales","ulvophyceae","chlorophyta","plantae",NA,FALSE,NA
"556","hitoegusa","09033","α -Linolenic acid","Algae, ""Hitoegusa"", ""Tsukudani"" (simmered in soy sauce and sugar)","Algae",NA,"High",FALSE,"mg",100,"monostroma",NA,"Monostroma nitidum",NA,"monostromataceae","codiolales","ulvophyceae","chlorophyta","plantae",NA,FALSE,NA
"557","hitoegusa","09033","α -Linolenic acid","Algae, ""Hitoegusa"", ""Tsukudani"" (simmered in soy sauce and sugar)","Algae",NA,"High",FALSE,"mg",100,"monostroma",NA,"Monostroma nitidum",NA,"monostromataceae","codiolales","ulvophyceae","chlorophyta","plantae",NA,FALSE,NA
"558","hitoegusa","09033","Protein","Algae, ""Hitoegusa"", ""Tsukudani"" (simmered in soy sauce and sugar)","Algae",NA,"Medium",FALSE,"g",11,"monostroma",NA,"Monostroma nitidum",NA,"gomontiaceae","ulotrichales","ulvophyceae","chlorophyta","plantae",NA,FALSE,NA
"559","hitoegusa","09033","Protein","Algae, ""Hitoegusa"", ""Tsukudani"" (simmered in soy sauce and sugar)","Algae",NA,"Medium",FALSE,"g",11,"monostroma",NA,"Monostroma nitidum",NA,"monostromataceae","ulvales","ulvophyceae","chlorophyta","plantae",NA,FALSE,NA
"560","hitoegusa","09033","Protein","Algae, ""Hitoegusa"", ""Tsukudani"" (simmered in soy sauce and sugar)","Algae",NA,"Medium",FALSE,"g",11,"monostroma",NA,"Monostroma nitidum",NA,"monostromataceae","ulvales","ulvophyceae","chlorophyta","plantae",NA,FALSE,NA
"561","hitoegusa","09033","Protein","Algae, ""Hitoegusa"", ""Tsukudani"" (simmered in soy sauce and sugar)","Algae",NA,"Medium",FALSE,"g",11,"monostroma",NA,"Monostroma nitidum",NA,"gomontiaceae","ulotrichales","ulvophyceae","chlorophyta","plantae",NA,FALSE,NA
"562","hitoegusa","09033","Protein","Algae, ""Hitoegusa"", ""Tsukudani"" (simmered in soy sauce and sugar)","Algae",NA,"Medium",FALSE,"g",11,"monostroma",NA,"Monostroma nitidum",NA,"monostromataceae","codiolales","ulvophyceae","chlorophyta","plantae",NA,FALSE,NA
"563","hitoegusa","09033","Protein","Algae, ""Hitoegusa"", ""Tsukudani"" (simmered in soy sauce and sugar)","Algae",NA,"Medium",FALSE,"g",11,"monostroma",NA,"Monostroma nitidum",NA,"monostromataceae","codiolales","ulvophyceae","chlorophyta","plantae",NA,FALSE,NA
"564","hitoegusa","09033","Valine","Algae, ""Hitoegusa"", ""Tsukudani"" (simmered in soy sauce and sugar)","Algae",NA,NA,FALSE,"mg",650,"monostroma",NA,"Monostroma nitidum",NA,"gomontiaceae","ulotrichales","ulvophyceae","chlorophyta","plantae",NA,FALSE,NA
"565","hitoegusa","09033","Valine","Algae, ""Hitoegusa"", ""Tsukudani"" (simmered in soy sauce and sugar)","Algae",NA,NA,FALSE,"mg",650,"monostroma",NA,"Monostroma nitidum",NA,"monostromataceae","ulvales","ulvophyceae","chlorophyta","plantae",NA,FALSE,NA
"566","hitoegusa","09033","Valine","Algae, ""Hitoegusa"", ""Tsukudani"" (simmered in soy sauce and sugar)","Algae",NA,NA,FALSE,"mg",650,"monostroma",NA,"Monostroma nitidum",NA,"monostromataceae","ulvales","ulvophyceae","chlorophyta","plantae",NA,FALSE,NA
"567","hitoegusa","09033","Valine","Algae, ""Hitoegusa"", ""Tsukudani"" (simmered in soy sauce and sugar)","Algae",NA,NA,FALSE,"mg",650,"monostroma",NA,"Monostroma nitidum",NA,"gomontiaceae","ulotrichales","ulvophyceae","chlorophyta","plantae",NA,FALSE,NA
"568","hitoegusa","09033","Valine","Algae, ""Hitoegusa"", ""Tsukudani"" (simmered in soy sauce and sugar)","Algae",NA,NA,FALSE,"mg",650,"monostroma",NA,"Monostroma nitidum",NA,"monostromataceae","codiolales","ulvophyceae","chlorophyta","plantae",NA,FALSE,NA
"569","hitoegusa","09033","Valine","Algae, ""Hitoegusa"", ""Tsukudani"" (simmered in soy sauce and sugar)","Algae",NA,NA,FALSE,"mg",650,"monostroma",NA,"Monostroma nitidum",NA,"monostromataceae","codiolales","ulvophyceae","chlorophyta","plantae",NA,FALSE,NA
"570","hitoegusa","09032","Vitamin E (γ)","Algae, ""Hitoegusa"", dried","Algae",NA,"Medium",FALSE,"mg",0,"monostroma",NA,"Monostroma nitidum",NA,"gomontiaceae","ulotrichales","ulvophyceae","chlorophyta","plantae",NA,FALSE,TRUE
"571","hitoegusa","09032","Vitamin E (γ)","Algae, ""Hitoegusa"", dried","Algae",NA,"Medium",FALSE,"mg",0,"monostroma",NA,"Monostroma nitidum",NA,"monostromataceae","ulvales","ulvophyceae","chlorophyta","plantae",NA,FALSE,TRUE
"572","hitoegusa","09032","Vitamin E (γ)","Algae, ""Hitoegusa"", dried","Algae",NA,"Medium",FALSE,"mg",0,"monostroma",NA,"Monostroma nitidum",NA,"monostromataceae","ulvales","ulvophyceae","chlorophyta","plantae",NA,FALSE,TRUE
"573","hitoegusa","09032","Vitamin E (γ)","Algae, ""Hitoegusa"", dried","Algae",NA,"Medium",FALSE,"mg",0,"monostroma",NA,"Monostroma nitidum",NA,"gomontiaceae","ulotrichales","ulvophyceae","chlorophyta","plantae",NA,FALSE,TRUE
"574","hitoegusa","09032","Vitamin E (γ)","Algae, ""Hitoegusa"", dried","Algae",NA,"Medium",FALSE,"mg",0,"monostroma",NA,"Monostroma nitidum",NA,"monostromataceae","codiolales","ulvophyceae","chlorophyta","plantae",NA,FALSE,TRUE
"575","hitoegusa","09032","Vitamin E (γ)","Algae, ""Hitoegusa"", dried","Algae",NA,"Medium",FALSE,"mg",0,"monostroma",NA,"Monostroma nitidum",NA,"monostromataceae","codiolales","ulvophyceae","chlorophyta","plantae",NA,FALSE,TRUE
"576","hitoegusa","09033","Zinc","Algae, ""Hitoegusa"", ""Tsukudani"" (simmered in soy sauce and sugar)","Algae",NA,"High",FALSE,"mg",0.9,"monostroma",NA,"Monostroma nitidum",NA,"gomontiaceae","ulotrichales","ulvophyceae","chlorophyta","plantae",NA,FALSE,NA
"577","hitoegusa","09033","Zinc","Algae, ""Hitoegusa"", ""Tsukudani"" (simmered in soy sauce and sugar)","Algae",NA,"High",FALSE,"mg",0.9,"monostroma",NA,"Monostroma nitidum",NA,"monostromataceae","ulvales","ulvophyceae","chlorophyta","plantae",NA,FALSE,NA
"578","hitoegusa","09033","Zinc","Algae, ""Hitoegusa"", ""Tsukudani"" (simmered in soy sauce and sugar)","Algae",NA,"High",FALSE,"mg",0.9,"monostroma",NA,"Monostroma nitidum",NA,"monostromataceae","ulvales","ulvophyceae","chlorophyta","plantae",NA,FALSE,NA
"579","hitoegusa","09033","Zinc","Algae, ""Hitoegusa"", ""Tsukudani"" (simmered in soy sauce and sugar)","Algae",NA,"High",FALSE,"mg",0.9,"monostroma",NA,"Monostroma nitidum",NA,"gomontiaceae","ulotrichales","ulvophyceae","chlorophyta","plantae",NA,FALSE,NA
"580","hitoegusa","09033","Zinc","Algae, ""Hitoegusa"", ""Tsukudani"" (simmered in soy sauce and sugar)","Algae",NA,"High",FALSE,"mg",0.9,"monostroma",NA,"Monostroma nitidum",NA,"monostromataceae","codiolales","ulvophyceae","chlorophyta","plantae",NA,FALSE,NA
"581","hitoegusa","09033","Zinc","Algae, ""Hitoegusa"", ""Tsukudani"" (simmered in soy sauce and sugar)","Algae",NA,"High",FALSE,"mg",0.9,"monostroma",NA,"Monostroma nitidum",NA,"monostromataceae","codiolales","ulvophyceae","chlorophyta","plantae",NA,FALSE,NA
"582","hitoegusa","09033","Water","Algae, ""Hitoegusa"", ""Tsukudani"" (simmered in soy sauce and sugar)","Algae",NA,NA,FALSE,"g",56.5,"monostroma",NA,"Monostroma nitidum",NA,"gomontiaceae","ulotrichales","ulvophyceae","chlorophyta","plantae",NA,FALSE,NA
"583","hitoegusa","09033","Water","Algae, ""Hitoegusa"", ""Tsukudani"" (simmered in soy sauce and sugar)","Algae",NA,NA,FALSE,"g",56.5,"monostroma",NA,"Monostroma nitidum",NA,"monostromataceae","ulvales","ulvophyceae","chlorophyta","plantae",NA,FALSE,NA
"584","hitoegusa","09033","Water","Algae, ""Hitoegusa"", ""Tsukudani"" (simmered in soy sauce and sugar)","Algae",NA,NA,FALSE,"g",56.5,"monostroma",NA,"Monostroma nitidum",NA,"monostromataceae","ulvales","ulvophyceae","chlorophyta","plantae",NA,FALSE,NA
"585","hitoegusa","09033","Water","Algae, ""Hitoegusa"", ""Tsukudani"" (simmered in soy sauce and sugar)","Algae",NA,NA,FALSE,"g",56.5,"monostroma",NA,"Monostroma nitidum",NA,"gomontiaceae","ulotrichales","ulvophyceae","chlorophyta","plantae",NA,FALSE,NA
"586","hitoegusa","09033","Water","Algae, ""Hitoegusa"", ""Tsukudani"" (simmered in soy sauce and sugar)","Algae",NA,NA,FALSE,"g",56.5,"monostroma",NA,"Monostroma nitidum",NA,"monostromataceae","codiolales","ulvophyceae","chlorophyta","plantae",NA,FALSE,NA
"587","hitoegusa","09033","Water","Algae, ""Hitoegusa"", ""Tsukudani"" (simmered in soy sauce and sugar)","Algae",NA,NA,FALSE,"g",56.5,"monostroma",NA,"Monostroma nitidum",NA,"monostromataceae","codiolales","ulvophyceae","chlorophyta","plantae",NA,FALSE,NA
"588","hitoegusa","09033","Folate (vitamin B9)","Algae, ""Hitoegusa"", ""Tsukudani"" (simmered in soy sauce and sugar)","Algae",NA,"High",FALSE,"µg",23,"monostroma",NA,"Monostroma nitidum",NA,"gomontiaceae","ulotrichales","ulvophyceae","chlorophyta","plantae",NA,FALSE,NA
"589","hitoegusa","09033","Folate (vitamin B9)","Algae, ""Hitoegusa"", ""Tsukudani"" (simmered in soy sauce and sugar)","Algae",NA,"High",FALSE,"µg",23,"monostroma",NA,"Monostroma nitidum",NA,"monostromataceae","ulvales","ulvophyceae","chlorophyta","plantae",NA,FALSE,NA
"590","hitoegusa","09033","Folate (vitamin B9)","Algae, ""Hitoegusa"", ""Tsukudani"" (simmered in soy sauce and sugar)","Algae",NA,"High",FALSE,"µg",23,"monostroma",NA,"Monostroma nitidum",NA,"monostromataceae","ulvales","ulvophyceae","chlorophyta","plantae",NA,FALSE,NA
"591","hitoegusa","09033","Folate (vitamin B9)","Algae, ""Hitoegusa"", ""Tsukudani"" (simmered in soy sauce and sugar)","Algae",NA,"High",FALSE,"µg",23,"monostroma",NA,"Monostroma nitidum",NA,"gomontiaceae","ulotrichales","ulvophyceae","chlorophyta","plantae",NA,FALSE,NA
"592","hitoegusa","09033","Folate (vitamin B9)","Algae, ""Hitoegusa"", ""Tsukudani"" (simmered in soy sauce and sugar)","Algae",NA,"High",FALSE,"µg",23,"monostroma",NA,"Monostroma nitidum",NA,"monostromataceae","codiolales","ulvophyceae","chlorophyta","plantae",NA,FALSE,NA
"593","hitoegusa","09033","Folate (vitamin B9)","Algae, ""Hitoegusa"", ""Tsukudani"" (simmered in soy sauce and sugar)","Algae",NA,"High",FALSE,"µg",23,"monostroma",NA,"Monostroma nitidum",NA,"monostromataceae","codiolales","ulvophyceae","chlorophyta","plantae",NA,FALSE,NA
"594","hitoegusa","09033","Vitamin A","Algae, ""Hitoegusa"", ""Tsukudani"" (simmered in soy sauce and sugar)","Algae",NA,"High",FALSE,"µg",23,"monostroma",NA,"Monostroma nitidum",NA,"gomontiaceae","ulotrichales","ulvophyceae","chlorophyta","plantae",NA,FALSE,NA
